generation,max,min,std,avg
0,0.9309911064572942,-0.08923480954285849,1.1558456378796576,0.5443222203425313
1,0.973632846157817,-0.0880709888722558,1.1950469929350167,0.5617231903203216
2,0.9767693970845214,0.09888771437256064,1.1411014921779958,0.5680818424742323
3,0.9772808810864483,0.08642858875371358,1.2184107917596234,0.587177227747149
4,0.9821527592339875,0.4007427046975244,0.8908975149485145,0.6115207718559725
5,0.9822008654126544,0.13605862002423047,1.2067429837160117,0.5894638179408714
6,0.9839322047414732,0.17048618664067472,1.13903201780518,0.5977654477378352
7,0.9842848785128681,0.1773057253465975,1.2034132739841268,0.5976675898431275
8,0.9845519692402747,0.24092068931289012,1.2785945142937276,0.6234703995018724
9,0.9906557070544679,0.2899992321639258,1.2080879873038977,0.6548428169457827
10,0.9932910319645817,0.30974554544473754,1.1328060747516437,0.6620875565507205
11,0.9935770286327774,0.3183510946964936,1.350629265540049,0.6490360900680895
12,0.9946398498816386,0.3207302843269709,1.3257547975028228,0.6694640565878724
13,0.9954562174129074,0.4121315553826606,1.1757019359480214,0.6915272101485106
14,0.9959793685818994,0.2621079838592467,1.3393320231611143,0.6917229305532394
15,0.9959793685818994,0.19166153232569771,1.538975558178419,0.685590621888282
16,0.9969436614992642,0.28890161902331357,1.2388343105508024,0.6979398629299182
17,0.9969436614992642,0.3073436168487801,1.1909818630308184,0.6976940567996162
18,0.9969436614992642,0.4614697986001217,1.0879962094969706,0.7153788460515121
19,0.998007508377572,0.5091642306922365,0.9313429259601251,0.700942652183031
20,0.9980876540388894,0.4948627143934683,0.9964865031908143,0.7072925511108779
21,0.9984362475566471,0.4379796823164434,1.0809709211452012,0.7202974251424537
22,0.9984362475566471,0.419511925860556,1.0738714658718203,0.7163492089156852
23,0.9984362475566471,0.40494056936559486,1.0774998058976126,0.7104505588729731
24,0.9984362475566471,0.3829986997719703,1.1871271094195701,0.7335308195825114
25,0.9984362475566471,0.34747010460039024,1.1371622631894354,0.7334566798027709
26,0.9984953027827974,0.49062867748707717,0.9608293962188922,0.762738495167689
27,0.9984995607109848,0.5009098818472039,0.9047729518746674,0.7652930132351601
28,0.9986817263494692,0.5213024272175302,0.8973017683763199,0.7822153049453058
29,0.9986817263494692,0.5438159262445228,0.8518514847211105,0.7963265920044034
